name,year,height,lat,lng,address,kaptCode,단지코드,지하주차대수,부대복리시설,accessible
형제,1980,2.3,36.30226803997,127.45210845372318,대전광역시 중구 옥계동 6-15,30140212132889,,,,False
원앙빌라2,1990,2.3,36.30189464417613,127.45277002355736,대전광역시 중구 옥계동 8-1,30140312132890,,,,False
다복팡즈,2003,2.3,36.30174948464639,127.4528133731251,대전광역시 중구 옥계동 8-2,30140312132891,,,,False
(8-6),1983,2.3,36.301204347915565,127.45285151216626,대전광역시 중구 옥계동 8-6,30140300442522,,,,False
원앙빌라1,1990,2.3,36.30183591939903,127.45266637776704,대전광역시 중구 옥계동 8-18,30140312132892,,,,False
탑그린빌라,1994,2.3,36.30177073519015,127.45255305101152,대전광역시 중구 옥계동 8-20,30140312132893,,,,False
청솔하이츠,1998,2.3,36.30193501038976,127.45112356896264,대전광역시 중구 옥계동 16-8,30140312132894,,,,False
은혜B,1980,2.3,36.302320503320445,127.45102656944243,대전광역시 중구 옥계동 17-3,30140212132895,,,,False
은혜A,1980,2.3,36.30241715046208,127.45114840919068,대전광역시 중구 옥계동 17-12,30140212132896,,,,False
대하빌라D,1991,2.3,36.30244443366288,127.450285403978,대전광역시 중구 옥계동 20-2,30140312132897,,,,False
대하빌라B,1991,2.3,36.30225657305067,127.45044661975568,대전광역시 중구 옥계동 20-12,30140312132898,,,,False
대하빌라A,1991,2.3,36.30216316639776,127.45052757779814,대전광역시 중구 옥계동 20-13,30140312132899,,,,False
대하빌라C,1991,2.3,36.30235092757389,127.45036615123009,대전광역시 중구 옥계동 20-14,30140312132900,,,,False
가원A,1980,2.3,36.30164342192897,127.45105823279992,대전광역시 중구 옥계동 21-14,30140212132901,,,,False
가원B,1980,2.3,36.30160778289101,127.45091593638728,대전광역시 중구 옥계동 21-16,30140212132902,,,,False
은혜,1983,2.3,36.30079927798104,127.45167851778344,대전광역시 중구 옥계동 22-3,30140312132903,,,,False
보은빌라,1990,2.3,36.301096545390806,127.45135672017872,대전광역시 중구 옥계동 22-18,30140312132904,,,,False
아름빌라,1995,2.3,36.3012237493067,127.4506272556916,대전광역시 중구 옥계동 23-3,30140312132905,,,,False
보명,1980,2.3,36.30132654482051,127.4505186880492,대전광역시 중구 옥계동 23-14,30140212132906,,,,False
천광빌라,1994,2.3,36.30229449840805,127.44970702812364,대전광역시 중구 옥계동 24-1,30140212132907,,,,False
